Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2020,10,27,0,0,0,0,29.6,32.2,28.2,15.6,38.9
Tuas South,2020,10,28,14.2,12.2,12.2,12.4,28.3,29.4,24.9,10.8,55.7
Tuas South,2020,10,29,0,0,0,0,28.6,30.9,27.1,11.1,34.6
Tuas South,2020,10,30,0,0,0,0,29,31.5,26.2,11.8,28.2
Tuas South,2020,10,31,72.4,41.6,51.2,71.2,27.7,31.5,24.1,12.6,32.8
Tuas South,2020,11,1,0.2,0.2,0.2,0.2,27.9,30.2,25.6,17.5,43.2
Tuas South,2020,11,2,0,0,0,0,27.9,31.9,26.3,15.4,34.3
Tuas South,2020,11,3,17,13.4,15.4,16.2,27.9,30,25.7,11.9,31.7
Tuas South,2020,11,4,35.8,17,25.6,29.2,25.6,26.9,24.2,12.2,46.5
Tuas South,2020,11,5,0,0,0,0,28.2,31.6,25.4,12,32.4
Tuas South,2020,11,6,0,0,0,0,29.1,31.7,26.8,10.5,29.4
Tuas South,2020,11,7,25,13.4,19,24.6,26.3,28.9,24.2,12.1,40.7
Tuas South,2020,11,8,8.4,4.2,5.8,7.8,27,29.4,24.5,15.1,45.4
Tuas South,2020,11,9,12.6,7.2,7.2,7.2,26.9,29.1,24.5,12.5,48.9
Tuas South,2020,11,10,1.4,1.2,1.2,1.4,27.6,29.6,24.7,10.6,32.4
Tuas South,2020,11,11,0,0,0,0,28.8,31.6,26.2,11.8,31.3
Tuas South,2020,11,12,0,0,0,0,30.1,33.2,27.8,11.3,33.2
Tuas South,2020,11,13,46.2,24.8,31.8,33.8,28.6,32.5,25.4,13.1,44.6
Tuas South,2020,11,14,2.6,2.6,2.6,2.6,27.8,31,26.7,13,30.6
Tuas South,2020,11,15,40.4,15,25,28.2,27.2,32.2,24.5,12.4,32
Tuas South,2020,11,16,4.2,2,3.2,4,28.1,33.2,25.3,14.8,32.8
Tuas South,2020,11,17,7,7,7,7,26.9,30.1,25.8,11.8,31.7
Tuas South,2020,11,18,0,0,0,0,28.2,31.8,25.3,14.2,31.7
Tuas South,2020,11,19,16,9.4,14.8,15,27.3,30.3,24.5,12,41.9
Tuas South,2020,11,20,14.8,12.2,14.6,14.8,27.3,31.2,24.7,15.2,37.4
Tuas South,2020,11,21,88.6,24,44,62.4,26.3,30.7,24.2,13.5,49.3
Tuas South,2020,11,22,29.4,16.8,21.4,23.2,26.5,30.8,24.6,15.7,43.5
Tuas South,2020,11,23,36.8,29,30.6,32.8,25.9,28.9,24,12.9,44.6
Tuas South,2020,11,24,0,0,0,0,25.9,27.9,24.8,13.8,28.5
Tuas South,2020,11,25,0,0,0,0,26.7,29.6,24.6,13.4,29.8
Tuas South,2020,11,26,2.2,0.6,1,1.8,26.3,27.6,25.4,12.6,27
Tuas South,2020,11,27,1.4,1.2,1.2,1.4,27.7,31.1,25.6,10.4,27.4
Tuas South,2020,11,28,0.6,0.6,0.6,0.6,26.7,28.4,23.9,12.8,42
Tuas South,2020,11,29,0.6,0.6,0.6,0.6,28,31.8,25.3,15.1,34.3
Tuas South,2020,11,30,0,0,0,0,28.2,30.1,26.8,13.7,32.4
Tuas South,2020,12,1,0.8,0.8,0.8,0.8,28.7,32.5,25.9,16.1,38.5
Tuas South,2020,12,2,19.4,17.2,19.2,19.4,28.4,31.3,24.5,14.4,47.2
Tuas South,2020,12,3,0,0,0,0,27.7,30.9,26,14,35.9
Tuas South,2020,12,4,14.4,10.6,12.2,14.4,26.9,31.3,25.7,14.7,32.8
Tuas South,2020,12,5,18.2,17.4,18.2,18.2,26.9,31.5,25.1,15.4,43.5
Tuas South,2020,12,6,8.8,5.8,8.8,8.8,28.1,32.9,25.8,15.4,35.6
Tuas South,2020,12,7,11.2,11.2,11.2,11.2,-,-,-,-,-
Tuas South,2020,12,8,0,0,0,0,-,-,-,-,-
Tuas South,2020,12,9,0,0,0,0,-,-,-,-,-
Tuas South,2020,12,10,0,0,0,0,-,-,-,-,-
Tuas South,2020,12,11,0,0,0,0,-,-,-,-,-
Tuas South,2020,12,12,0.8,0.4,0.6,0.8,-,-,-,-,-
Tuas South,2020,12,13,0.4,0.2,0.4,0.4,-,-,-,-,-
Tuas South,2020,12,14,5.6,1.8,2.6,3.6,26.8,30.3,24.6,14.7,34.6
Tuas South,2020,12,15,14,6.4,7.8,13,26.4,30.6,23.8,14.1,35.2
Tuas South,2020,12,16,12.8,6.4,6.4,11.4,26.2,29.4,23.8,14,33.9
Tuas South,2020,12,17,13.6,10.2,11.8,13.2,26.3,30.1,24.7,14.6,33.5
Tuas South,2020,12,18,5.8,3.4,5,5.6,25.6,27.1,23.4,15,55.7
Tuas South,2020,12,19,0,0,0,0,26.6,29.8,24.3,15.3,30.2
Tuas South,2020,12,20,4.8,3.8,4.4,4.6,27.1,31.3,25.1,15.4,32.4
Tuas South,2020,12,21,1.6,1.2,1.4,1.4,27.3,30,25.3,14.4,40
Tuas South,2020,12,22,0.8,0.8,0.8,0.8,27.8,31.8,25.7,14.3,37.8
Tuas South,2020,12,23,0.2,0.2,0.2,0.2,28.1,30.6,26,15.1,35
Tuas South,2020,12,24,0,0,0,0,27.3,28.9,26.3,11.6,31.7
Tuas South,2020,12,25,0,0,0,0,28.8,32.5,26.5,10.9,30.9
Tuas South,2020,12,26,89.2,34.4,51,65.2,27.1,31.9,23.1,11.7,53.7
Tuas South,2020,12,27,0.2,0.2,0.2,0.2,27.1,31.3,24.1,13.4,31.7
Tuas South,2020,12,28,9.4,5,6.4,6.6,27.4,32.3,25.5,14.3,46.9
Tuas South,2020,12,29,1.4,1.4,1.4,1.4,26.7,28.4,25.9,11.6,26.7
Tuas South,2020,12,30,0.2,0.2,0.2,0.2,27.5,30.5,25.8,13,35
Tuas South,2020,12,31,22.6,12.6,15.2,22.6,26.6,29.3,24.5,13.9,35.2
Tuas South,2021,1,1,24,4.6,6.2,7.4,24.5,25.9,22.7,13.8,35.6
Tuas South,2021,1,2,65.2,8.4,11.2,17.2,23.6,25.4,22.1,10.6,38.9
Tuas South,2021,1,3,1.2,0.6,0.8,1,24.4,25.6,23.4,12.8,25.9
Tuas South,2021,1,4,0,0,0,0,25.4,28.2,23.4,12.7,25.2
Tuas South,2021,1,5,5.4,5,5.2,5.2,26.8,30.2,24.7,13.7,34.6
Tuas South,2021,1,6,0.2,0.2,0.2,0.2,27,29.6,25.5,14.8,37.4
Tuas South,2021,1,7,0,0,0,0,25.2,26.2,24.5,14,27.8
Tuas South,2021,1,8,15,12.5,15,15,26.3,28.8,24.9,13.4,27.8
Tuas South,2021,1,9,87,25.5,41,52,25.5,27.8,23.9,13,33.5
Tuas South,2021,1,10,125,11.5,17,29.5,24.1,24.9,23.7,11.2,31.3
Tuas South,2021,1,11,24.5,15,15,15.5,24.8,27.2,23.8,14.6,29.8
Tuas South,2021,1,12,34,16.5,17.5,17.5,25,28.5,23.3,14.1,33.5
Tuas South,2021,1,13,4.5,3,3,3,25,27.4,23.6,14.2,35
Tuas South,2021,1,14,0,0,0,0,26.3,29.1,23.9,14.1,30.2
Tuas South,2021,1,15,0,0,0,0,27.1,30.1,24.6,12.6,30.6
Tuas South,2021,1,16,0,0,0,0,27.3,29.9,25.1,13.6,30.9
Tuas South,2021,1,17,0,0,0,0,27.6,31.2,25.4,16.9,31.3
Tuas South,2021,1,18,0,0,0,0,26.8,29.3,25,16.3,39.3
Tuas South,2021,1,19,0,0,0,0,26.8,30.1,24.6,14.8,29.8
Tuas South,2021,1,20,0,0,0,0,26.9,30.1,24.4,14.7,31.7
Tuas South,2021,1,21,0,0,0,0,26.9,31.8,24.5,13.1,29.4
Tuas South,2021,1,22,0,0,0,0,26.7,30.8,24.7,12.3,34.6
Tuas South,2021,1,23,18,16.5,17.5,17.5,27,31.6,24.5,12.9,33.2
Tuas South,2021,1,24,2,2,2,2,26.6,31.6,24.2,12.8,33.9
Tuas South,2021,1,25,5.5,5.5,5.5,5.5,27.3,31.6,25.1,13.2,37.4
Tuas South,2021,1,26,0,0,0,0,27.3,31.8,24.9,13.1,39.3
Tuas South,2021,1,27,30.6,21.8,25.8,30.6,26.7,30.4,24.9,12.7,30.6
Tuas South,2021,1,28,13.2,10,11.4,12.2,26.3,30.3,24.1,13.1,32.4
Tuas South,2021,1,29,0,0,0,0,27.4,31.8,24.5,15.3,35.2
Tuas South,2021,1,30,0,0,0,0,27.3,31.6,24.8,15.4,34.6
Tuas South,2021,1,31,0.2,0.2,0.2,0.2,26.9,30,25.3,14.9,32.4
Tuas South,2021,2,1,0,0,0,0,27.2,30.4,25.1,15.2,32.4
Tuas South,2021,2,2,0,0,0,0,27.5,31.5,25.3,16,35.6
Tuas South,2021,2,3,0,0,0,0,27.6,31.3,25.1,15.6,34.6
Tuas South,2021,2,4,0,0,0,0,27.5,32,25.1,16.4,34.3
Tuas South,2021,2,5,9.6,9.6,9.6,9.6,27.2,33,24.5,14.7,35
Tuas South,2021,2,6,0,0,0,0,28.4,33.2,25.8,15.9,38.2
Tuas South,2021,2,7,0,0,0,0,28,32.7,25.1,15,36.3
Tuas South,2021,2,8,0,0,0,0,28.1,32.8,25.6,15.9,32.8
Tuas South,2021,2,9,0,0,0,0,27.6,30.5,25.2,13.9,35.2
Tuas South,2021,2,10,0.2,0.2,0.2,0.2,27.7,31.2,25.5,13.5,29.4
Tuas South,2021,2,11,0,0,0,0,27.6,31.4,25.4,14.9,34.6
Tuas South,2021,2,12,11.8,11.8,11.8,11.8,27.6,32.4,25.2,15.3,32.8
Tuas South,2021,2,13,1.6,1.6,1.6,1.6,27.3,31.2,25.3,13.7,36.3
Tuas South,2021,2,14,11.8,10.6,10.6,11.6,27.3,31.2,25.6,14.3,34.3
Tuas South,2021,2,15,0,0,0,0,27.3,31.9,25,14.2,35.9
Tuas South,2021,2,16,0,0,0,0,27.5,31.6,24.9,14.6,36.3
Tuas South,2021,2,17,0,0,0,0,27.7,31.8,24.6,15.8,34.6
Tuas South,2021,2,18,0,0,0,0,27.3,32.3,24,15.4,37
Tuas South,2021,2,19,0,0,0,0,27.5,31.4,24.9,16.3,34.6
Tuas South,2021,2,20,0,0,0,0,27.6,31.7,25,16.1,34.3
Tuas South,2021,2,21,0,0,0,0,27.5,31.9,25.2,15.1,33.9
Tuas South,2021,2,22,0,0,0,0,27.9,33,24.9,15.3,32
Tuas South,2021,2,23,0,0,0,0,27.7,31.9,24.4,14.8,32
Tuas South,2021,2,24,0,0,0,0,27.2,30.1,24.8,12.7,33.2
Tuas South,2021,2,25,0,0,0,0,27.7,32.5,25,15.4,37.4
Tuas South,2021,2,26,0,0,0,0,28.1,31.6,25.6,16.3,43.2
Tuas South,2021,2,27,0,0,0,0,28.7,31.5,26,17,41.1
Tuas South,2021,2,28,0,0,0,0,28.6,31.3,26.1,11.4,32.4
Tuas South,2021,3,1,0,0,0,0,28.6,32.1,25.9,11.7,35
Tuas South,2021,3,2,0.6,0.6,0.6,0.6,28.6,32.8,25.5,14,31.7
Tuas South,2021,3,3,0,0,0,0,28.6,33.6,25.9,12.7,32.8
Tuas South,2021,3,4,0,0,0,0,29.2,33.7,26,13.9,31.7
Tuas South,2021,3,5,0,0,0,0,29.1,32.7,26.6,13,31.7
Tuas South,2021,3,6,5.4,5.2,5.2,5.2,28.1,33.5,26.4,13.7,35.9
Tuas South,2021,3,7,28,11,13,15,26.2,29.1,24.7,17.4,63.7
Tuas South,2021,3,8,0,0,0,0,27.4,31.5,24.4,12.5,36.3
Tuas South,2021,3,9,0,0,0,0,28.2,33,25.2,14.5,35.9
Tuas South,2021,3,10,0,0,0,0,28.4,34,25.2,14.5,33.5
Tuas South,2021,3,11,0,0,0,0,28.1,32.6,25.8,14.3,32.4
Tuas South,2021,3,12,0.2,0.2,0.2,0.2,26.7,29.2,25.5,12.9,29.8
Tuas South,2021,3,13,2.6,2.6,2.6,2.6,27,31.6,25.2,14,39.6
Tuas South,2021,3,14,0,0,0,0,27.7,30.5,25.8,13,32.8
Tuas South,2021,3,15,5,4.4,4.6,5,27.7,33.2,25.5,13,40.4
Tuas South,2021,3,16,0,0,0,0,28.1,31.2,25.7,11,29.8
Tuas South,2021,3,17,0,0,0,0,27.6,30.4,25.5,12.8,33.5
Tuas South,2021,3,18,0.2,0.2,0.2,0.2,27.6,31.6,26.1,11.9,37.8
Tuas South,2021,3,19,0,0,0,0,28.6,32.1,26.2,11.6,35.6
Tuas South,2021,3,20,0.4,0.4,0.4,0.4,28.5,31.9,26.5,12.2,31.7
Tuas South,2021,3,21,55.4,52,54.2,55.4,27.9,32.9,23.9,11.8,77.4
Tuas South,2021,3,22,6.8,6,6.4,6.8,28,32.9,26.2,13.2,37.4
Tuas South,2021,3,23,143.2,45.4,74.4,90.4,26.5,31.2,24.4,11.8,42
Tuas South,2021,3,24,17,13.8,15.4,16,25.6,27.7,24.4,12.3,30.9
Tuas South,2021,3,25,0.4,0.2,0.2,0.2,26.7,29.2,24.7,12.6,28.5
Tuas South,2021,3,26,0,0,0,0,28.5,32.7,25.8,12.5,36.3
Tuas South,2021,3,27,22.8,20,20.2,20.2,26.8,29.9,24.6,11.4,42
Tuas South,2021,3,28,0,0,0,0,27.9,30.9,25.2,9.9,24.4
Tuas South,2021,3,29,4.2,1.6,2.2,3,27.2,30.1,25.8,12.9,40.7
Tuas South,2021,3,30,0.2,0.2,0.2,0.2,28.3,32,25.7,11.1,25.9
Tuas South,2021,3,31,46,19.4,29.4,40.8,28.7,32.4,24.8,14.7,54.4
Tuas South,2021,4,1,0,0,0,0,30.3,32.2,28.6,18.6,46.5
Tuas South,2021,4,2,0,0,0,0,29.7,32.9,27.7,13.2,34.6
Tuas South,2021,4,3,61.4,40.8,60,60.2,28.5,31.6,23.4,11.4,42.4
Tuas South,2021,4,4,15.8,21.8,54.4,72.2,28.2,32.8,24.5,12.9,38.5
Tuas South,2021,4,5,32.8,26.2,30,31.2,27.1,30.8,23,11.7,39.3
Tuas South,2021,4,6,12.4,9.8,11.6,12.2,27.8,32.5,25.5,11.4,36.3
Tuas South,2021,4,7,0,0,0.2,0.2,28.6,33.8,25.4,14.7,82.4
Tuas South,2021,4,8,0,0,0,0,28.6,32.8,25.8,14,40.4
Tuas South,2021,4,9,2.2,0.8,0.8,0.8,28.1,30.6,24.6,10.9,60.7
Tuas South,2021,4,10,0,0.2,0.2,0.2,28.8,32.6,25.2,10.7,42.8
Tuas South,2021,4,11,15,14,15,15,29.3,32.6,27.2,11,31.7
Tuas South,2021,4,12,0.8,0.8,0.8,0.8,28.9,33.5,24.7,10.1,35.2
Tuas South,2021,4,13,0,0,0,0,29.4,32.1,27.3,10.5,29.8
Tuas South,2021,4,14,0,0,0,0,28.8,31.2,26.2,10.1,58.3
Tuas South,2021,4,15,0.2,0.2,0.2,0.2,27.7,31.1,25.8,11.3,43.9
Tuas South,2021,4,16,6.6,6.4,6.4,6.4,28,30.5,24,8.9,37
Tuas South,2021,4,17,113.2,58,80.4,99.4,25.9,29.4,22.9,11.8,61.1
Tuas South,2021,4,18,0,0,0,0,27.7,30.5,24.9,9.8,27
Tuas South,2021,4,19,0,0,0,0,27.9,29.5,26.2,10,40.7
Tuas South,2021,4,20,0,0,0,0,28.8,32,26.1,11.5,32
Tuas South,2021,4,21,0,0,0,0,29.4,32,27.7,8,21.7
Tuas South,2021,4,22,2.8,2.8,2.8,2.8,27.4,28.6,25.9,9.3,47.8
Tuas South,2021,4,23,0.2,0.2,0.2,0.2,28.3,30.7,25.4,13.8,52.6
Tuas South,2021,4,24,6.2,2.6,3.2,4.4,27.2,28.9,25.2,9.8,37
Tuas South,2021,4,25,0,0,0,0,29.6,32.4,26.4,7.8,17.6
Tuas South,2021,4,26,24.8,20.6,24.4,24.4,28,30.5,25,8.9,30.6
Tuas South,2021,4,27,0.2,0.2,0.2,0.2,28,31,25.9,9.8,21.3
Tuas South,2021,4,28,0,0,0,0,28.8,31.3,26.4,8.7,20.9
Tuas South,2021,4,29,0.6,0.6,0.6,0.6,29,32.4,27,10.7,33.2
Tuas South,2021,4,30,104.2,67,88.2,103.4,27.7,30.6,23.5,10.2,58
Tuas South,2021,5,1,1.6,1.2,1.2,1.2,28.3,32,25.9,10.2,26.7
Tuas South,2021,5,2,0.2,0.2,1.2,1.2,29.8,34.1,26.4,11.3,25.6
Tuas South,2021,5,3,1.6,0.8,0.8,0.8,29.1,32.3,27,9,33.2
Tuas South,2021,5,4,21.2,17.6,17.8,18,28,31.7,24.4,11.7,28.5
Tuas South,2021,5,5,0.8,0.8,0.8,0.8,27.7,31.3,26.1,11.6,25.6
Tuas South,2021,5,6,1,0.4,0.6,0.6,27.6,29.3,26.4,8.8,27.8
Tuas South,2021,5,7,37,28,29.2,31.8,27.7,30.8,25.5,10.8,33.2
Tuas South,2021,5,8,11,9.8,9.8,10,27.7,30.6,25.7,10.6,33.5
Tuas South,2021,5,9,0,0,0,0.2,28.4,31.3,25.7,9.4,22.6
Tuas South,2021,5,10,0,0,0,0,29.7,33.4,27.2,8.6,19.8
Tuas South,2021,5,11,0,0,0,0,30,33.4,28.2,9.5,30.9
Tuas South,2021,5,12,7.2,3.8,3.8,3.8,28.1,31.1,26.4,9.8,29.1
Tuas South,2021,5,13,2,1.8,2,2,29.2,32.3,26.5,8.3,30.9
Tuas South,2021,5,14,50.8,27,48.8,50.2,28.7,31.1,25,9.9,43.9
Tuas South,2021,5,15,70.4,45,58.8,63.2,28,29.9,24.9,10.9,45
Tuas South,2021,5,16,0,0,0,0,29.5,32,26.8,7.5,16.1
Tuas South,2021,5,17,66.6,33,43,45.8,28.4,30.7,24.5,7.4,45.7
Tuas South,2021,5,18,5.6,3.6,19.2,22.8,27.5,28.9,25.4,11.2,35.6
Tuas South,2021,5,19,0,0,0,0,28.3,29.7,26.7,9.1,20.9
Tuas South,2021,5,20,0,0,0,0,29.2,31.8,26.6,8.6,18.3
Tuas South,2021,5,21,13.4,12.8,13.2,13.2,28.1,31.2,26.3,9.6,47.2
Tuas South,2021,5,22,5.6,4,4.8,5.4,27.9,29.9,25.7,8.4,34.6
Tuas South,2021,5,23,0,0,0,0,29.7,32.7,27.4,6.4,17.2
Tuas South,2021,5,24,0,0,0,0,30.3,32.9,28.3,7.9,19.8
Tuas South,2021,5,25,0,0,0,0,30.5,32.9,28.8,8.6,19.1
Tuas South,2021,5,26,0,0,0,0,30.3,32.6,28.8,9.1,19.8
Tuas South,2021,5,27,11.4,6.4,9.6,11,28.7,30.2,26.5,9.4,26.7
Tuas South,2021,5,28,0,0,0,0,-,-,-,-,-
Tuas South,2021,5,29,43.2,13,24,29.8,28,30.3,23.6,8.5,39.3
Tuas South,2021,5,30,0,0,0,0,-,-,-,-,-
Tuas South,2021,5,31,3.2,1,1.2,1.8,28.8,31.5,25.9,8.1,42.8
Tuas South,2021,6,1,-,-,-,-,-,-,-,-,-
Tuas South,2021,6,2,0.8,-,-,-,-,-,-,-,-
Tuas South,2021,6,3,0,0,0,0,30.4,33.1,27.7,8.3,30.9
Tuas South,2021,6,4,0,0,0,0,30.4,33.1,28.6,8.2,33.9
Tuas South,2021,6,5,0,0,0,0,29.9,31.7,28.3,7.4,21.7
Tuas South,2021,6,6,0,0,0,0,29.9,32.8,27.5,8.5,20.2
Tuas South,2021,6,7,0.6,0.6,0.6,0.6,30.1,32,28.5,7.7,24.1
Tuas South,2021,6,8,0,0,0,0,29.8,32.3,27.2,8.3,22
Tuas South,2021,6,9,0,0,0,0,29.6,31.5,27.8,7.5,21.3
Tuas South,2021,6,10,1.4,0.8,1,1.4,28.8,32.2,24.9,9.1,58.7
Tuas South,2021,6,11,0,0,0,0.2,29.1,31.7,26.7,8.7,19.4
Tuas South,2021,6,12,0.6,0.6,0.6,0.6,30,33.1,27.9,8,29.1
Tuas South,2021,6,13,9.6,6,8.4,9.6,28.7,31.1,26,8,27.8
Tuas South,2021,6,14,0,0,0,0,29,32.8,27.2,8.8,24.8
Tuas South,2021,6,15,23.2,16.2,21.2,22.4,27.7,32,24.9,8.9,26.3
Tuas South,2021,6,16,0.2,0.2,0.2,0.2,27.7,30.4,25.6,9.5,40
Tuas South,2021,6,17,5.6,4.2,5.6,5.6,29.2,32.4,26,8.2,28.5
Tuas South,2021,6,18,48.2,33.8,41,43.4,26.8,28.6,24.9,10.6,52.2
Tuas South,2021,6,19,0,0,0,0,28.7,31.1,26.6,7.9,15.2
Tuas South,2021,6,20,41.6,38.6,40.2,40.2,28.1,31.9,23.7,7.8,47.8
Tuas South,2021,6,21,0,0.2,0.2,0.6,28.7,31.8,24.7,7.2,17.2
Tuas South,2021,6,22,3.6,3.6,3.6,3.6,28.7,31.1,25.5,8.8,53
Tuas South,2021,6,23,0,0,0,0,29,32.4,24.7,11,27
Tuas South,2021,6,24,0.4,0.2,0.2,0.4,29.3,31.4,26.7,8.5,25.6
Tuas South,2021,6,25,1,1,1,1,28.7,30.5,24.6,9,47.6
Tuas South,2021,6,26,13.5,9.5,13,13,28.2,31,24,11.2,44.3
Tuas South,2021,6,27,5.5,2.5,3.5,5.5,28.2,29.3,27.4,7.1,36.3
Tuas South,2021,6,28,0,0,0,0,-,-,-,-,-
Tuas South,2021,6,29,19.5,8,11,13.5,28,29.9,24.5,9.9,34.3
Tuas South,2021,6,30,0.5,1,2,5.5,28.3,31.9,24.8,7.2,31.7
Tuas South,2021,7,1,0,0,0,0,29.5,31.7,27.3,7.5,23
Tuas South,2021,7,2,0,0,0,0,29.2,31.2,27.5,8.1,20.9
Tuas South,2021,7,3,0,0,0,0,29.4,32.3,27,7.7,17.2
Tuas South,2021,7,4,4.4,2.4,3,3.2,27.3,29,25.5,8.1,42
Tuas South,2021,7,5,1,1,1,1,28.3,29.9,26.8,6.8,19.1
Tuas South,2021,7,6,4,3.8,3.8,3.8,28.4,30,26.8,8.1,35
Tuas South,2021,7,7,0,0,0,0,28.9,31.5,27.3,7.3,15.6
Tuas South,2021,7,8,3.6,3.4,3.6,3.6,29.5,31.9,27.2,7.7,22.4
Tuas South,2021,7,9,31.8,17.2,18.6,18.6,28.1,32.1,23.4,7.7,36.7
Tuas South,2021,7,10,2.8,1,1.6,3.2,26.4,27,25.3,8.4,24.4
Tuas South,2021,7,11,11.4,9,10.2,10.8,26.5,29.3,24.5,9.2,26.3
Tuas South,2021,7,12,15.8,4.6,9.2,12.8,26.7,29.8,24,11.1,29.8
Tuas South,2021,7,13,18.4,5.8,7.8,9.8,25.9,28.2,24.1,14.3,46.9
Tuas South,2021,7,14,0.2,0.2,0.2,0.2,27.7,29.3,25.6,8.7,18.7
Tuas South,2021,7,15,0,0,0,0,28.5,31.5,25.7,8.1,15.7
Tuas South,2021,7,16,0,0,0,0,29.8,32.5,28.3,8,16.1
Tuas South,2021,7,17,0,0,0,0,29.6,32.3,27.8,8,18.7
Tuas South,2021,7,18,0,0,0,0,29.5,31.6,27.9,7.8,18
Tuas South,2021,7,19,0,0,0,0,28.8,30.8,27.3,8.3,41.1
Tuas South,2021,7,20,0,0,0,0,29.6,32.1,27.9,7.3,13.3
Tuas South,2021,7,21,0,0,0,0,29.8,32.6,28.3,7.5,19.8
Tuas South,2021,7,22,0,0,0,0,30.1,32.4,28.1,7.7,22.6
Tuas South,2021,7,23,0.8,0.6,0.6,0.6,29.2,33.1,26,8.8,67.6
Tuas South,2021,7,24,0.8,0.6,0.8,0.8,29.4,31.9,27.6,7.4,17.6
Tuas South,2021,7,25,0,0,0,0,30.1,32.6,28.2,8.1,22.6
Tuas South,2021,7,26,0,0,0,0,29.8,32.2,28.3,8.3,25.6
Tuas South,2021,7,27,0,0,0,0,29.8,32.6,28.5,7.3,22.4
Tuas South,2021,7,28,0,0,0,0,30,32.1,28.6,7.1,19.1
Tuas South,2021,7,29,0,0,0,0,30,32.6,28.6,7.4,22.6
Tuas South,2021,7,30,0,0,0,0,30.2,33.1,28.7,7.3,25.6
Tuas South,2021,7,31,5.4,3.4,4.8,5.4,28.8,30.1,24.9,9,60.6
Tuas South,2021,8,1,57,22.8,31.2,38.4,28,30.7,23.4,9.5,54.8
Tuas South,2021,8,2,2.6,2.6,2.6,2.6,29.1,31.7,27,7.3,22.4
Tuas South,2021,8,3,3,3,3,3,28.8,32.7,23.8,8.1,56.5
Tuas South,2021,8,4,6.8,3.4,4.2,6.8,27.7,29.1,24.1,8.7,40
Tuas South,2021,8,5,0,0,0,0,29.2,32,27.1,6.6,22.4
Tuas South,2021,8,6,0,0,0,0,29.7,31.8,28.5,8.4,28.2
Tuas South,2021,8,7,0,0,0,0,29.5,32.4,27.8,8.1,18.7
Tuas South,2021,8,8,10.6,5,6.8,10,27.6,31.7,24.5,8.5,41.9
Tuas South,2021,8,9,0,0,0,0,28.4,31.6,25.2,9,20.6
Tuas South,2021,8,10,0,0,0,0,29.5,31.9,27.9,6.2,25.2
Tuas South,2021,8,11,6,6,6,6,28.9,31.3,26.6,7.1,22
Tuas South,2021,8,12,0,0,0,0,29.1,31,27.4,7.9,19.1
Tuas South,2021,8,13,6.8,6.6,6.6,6.6,28.3,30.5,26.6,7.5,21.7
Tuas South,2021,8,14,5.8,3.8,4.4,4.6,27.6,30.2,25.6,7.7,23
Tuas South,2021,8,15,23.2,16.6,21.6,22.6,27.5,30.8,24.7,7.5,27.8
Tuas South,2021,8,16,2.8,-,-,-,27,30,24.5,8.6,25.2
Tuas South,2021,8,17,15,-,-,-,26.9,28.4,25,9.7,38.2
Tuas South,2021,8,18,0,-,-,-,26.3,27.7,24.9,11.1,25.9
Tuas South,2021,8,19,66.8,-,-,-,27,29.7,22.8,17.2,47.6
Tuas South,2021,8,20,6.4,2,2.4,3.4,26.7,29.1,24.4,9.9,30.9
Tuas South,2021,8,21,0,0,0,0,28,29.4,26.4,7.4,20.2
Tuas South,2021,8,22,3,2,2,2,27.1,30.4,24.8,8.2,51.5
Tuas South,2021,8,23,0,0,0,0,27.4,29.9,25,8.5,20.2
Tuas South,2021,8,24,11.4,5.6,5.6,5.6,26.9,28.5,25.1,7,30.2
Tuas South,2021,8,25,1.6,1.4,1.4,1.4,26.8,28.4,25,6.9,27.8
Tuas South,2021,8,26,0,0,0,0,28,31.3,26.4,7.2,17.2
Tuas South,2021,8,27,0,0,0,0,28.1,30.8,26,7.8,28.9
Tuas South,2021,8,28,0,0,0,0,29,32.1,27.4,7,20.9
Tuas South,2021,8,29,1.2,0.6,1,1.2,27.5,29.3,25.9,7.4,23.7
Tuas South,2021,8,30,23.2,9.8,10.4,12.8,26.5,27.9,23,8,35.9
Tuas South,2021,8,31,8,2.8,2.8,3.2,27.7,29.7,25.7,7.5,40.7
Tuas South,2021,9,1,11.6,13,13.6,14.2,27.9,31.6,24.8,10.1,40.4
Tuas South,2021,9,2,23.8,7.4,11,15.8,26.2,28.2,24.2,8.7,44.3
Tuas South,2021,9,3,0,0,0,0,28.3,31.3,26,6.9,16.9
Tuas South,2021,9,4,9.8,7.2,9,9.4,28.2,32.1,24,7.3,30.6
Tuas South,2021,9,5,0.8,0.8,0.8,0.8,28.4,32,26.1,7.6,23
Tuas South,2021,9,6,96,34.4,60.4,91,27,32.4,23.5,8.1,35.2
Tuas South,2021,9,7,3.4,3.2,3.2,3.2,27.5,30.2,23.9,8.7,40.7
Tuas South,2021,9,8,22,14.8,19.8,21.2,27.9,30.8,24.3,7.7,40.7
Tuas South,2021,9,9,0,0,0,0,29,31.2,27.2,7.1,21.7
Tuas South,2021,9,10,60.4,36.2,52.8,58.6,27.2,29.1,23,9.3,55.7
Tuas South,2021,9,11,0,0,0,0,28.9,31.4,26.7,7.1,20.9
